gen,design_id,Efficiency,Massflow,Compression_ratio
70,40,0.8967088,20.817932,2.0657752
70,41,0.883406,21.26766,2.0956507
70,42,0.89730495,20.786577,2.062154
70,43,0.9038467,20.482014,2.0533402
70,44,0.8828907,21.268364,2.093461
70,45,0.906142,20.337378,2.0479393
70,46,0.901053,20.615446,2.0585306
70,47,0.8929759,20.955957,2.0740657
70,48,0.8954051,20.869682,2.0678203
70,49,0.8841922,21.253048,2.086847
70,50,0.8784526,21.403694,2.1034732
70,51,0.87968403,21.368097,2.1066487
70,52,0.9012814,20.59715,2.0586963
70,53,0.9032081,20.486889,2.0548682
70,54,0.9096732,20.152142,2.0284896
70,55,0.88199437,21.279882,2.10278
70,56,0.91252303,19.946602,2.0098872
70,57,0.9120385,20.000772,2.0151267
70,58,0.8777767,21.423994,2.1029227
70,59,0.9002534,20.653294,2.05698
70,60,0.9044243,20.425425,2.052963
70,61,0.8934933,20.937807,2.0565388
70,62,0.91083175,20.08155,2.0265138
70,63,0.89715874,20.799488,2.063508
70,64,0.88693726,21.165386,2.0956748
70,65,0.8906063,21.051313,2.074429
70,66,0.87871975,21.398249,2.097495
70,67,0.8887631,21.098318,2.072492
70,68,0.87546295,21.497257,2.0958023
70,69,0.91037494,20.098385,2.0179214
70,70,0.89798397,20.765614,2.0619502
70,71,0.8950081,20.885666,2.0832675
70,72,0.89146847,21.012505,2.063525
70,73,0.90595335,20.352169,2.042248
70,74,0.9072249,20.305895,2.0369155
70,75,0.89975095,20.663935,2.0765045
70,76,0.9089678,20.188128,2.0286717
70,77,0.89409566,20.912535,2.0717468
70,78,0.8980234,20.761765,2.0601726
70,79,0.91146547,20.0294,2.0160172
70,80,0.87536347,21.50081,2.0958257
70,81,0.882055,21.278774,2.102808
70,82,0.9144389,19.778921,1.9971662
70,83,0.8902011,21.065624,2.0909462
70,84,0.8897146,21.070744,2.0707183
70,85,0.9098531,20.115177,2.0209384
70,86,0.8864869,21.184526,2.0886316
70,87,0.90928614,20.181742,2.0313838
70,88,0.9094282,20.16139,2.0290453
70,89,0.888837,21.074303,2.0675728
70,90,0.88730365,21.139198,2.0967314
70,91,0.9042472,20.429117,2.0537026
70,92,0.89474875,20.906252,2.0687108
70,93,0.8845312,21.232784,2.085474
70,94,0.9127363,19.93679,2.0062196
70,95,0.88713974,21.155903,2.0821846
70,96,0.8849119,21.22264,2.0981123
70,97,0.9073085,20.28956,2.0408652
70,98,0.88925123,21.073313,2.0942605
70,99,0.90877473,20.21197,2.0335915
80,0,0.9148925,19.76114,1.9943266
80,1,0.8703216,21.556675,2.0774753
80,2,0.91456306,19.844336,2.000193
80,3,0.91270304,20.000288,2.010859
80,4,0.8761238,21.515173,2.0979598
80,5,0.9129852,19.924112,2.0097091
80,6,0.8910579,21.055708,2.0743585
80,7,0.87200844,21.540943,2.0936263
80,8,0.8747557,21.516768,2.0947208
80,9,0.91471994,19.772114,1.9954392
80,10,0.8841082,21.281637,2.0982137
80,11,0.890058,21.085722,2.0538867
80,12,0.9043993,20.46731,2.0545654
80,13,0.88182646,21.324368,2.0973501
80,14,0.8854233,21.250269,2.0929978
80,15,0.91150606,20.073107,2.019049
80,16,0.8845757,21.254065,2.0827563
80,17,0.89504534,20.916615,2.0689442
80,18,0.905158,20.412193,2.0498915
80,19,0.8725154,21.540428,2.0974312
80,20,0.9002534,20.653294,2.05698
80,21,0.8942383,20.932125,2.0767195
80,22,0.90402895,20.498669,2.0519948
80,23,0.9104493,20.098452,2.0184834
80,24,0.9117663,20.032038,2.016974
80,25,0.89196676,21.04387,2.064012
80,26,0.8810734,21.334236,2.1040812
80,27,0.89833015,20.761263,2.0622537
80,28,0.8978037,20.78737,2.0609627
80,29,0.9136122,19.914812,2.0090888
80,30,0.88585335,21.220148,2.097947
80,31,0.8767197,21.471624,2.1000361
80,32,0.9103394,20.13911,2.021542
80,33,0.9012293,20.589104,2.0622826
80,34,0.89745224,20.802092,2.0643816
80,35,0.88900244,21.110123,2.0813274
80,36,0.8934692,20.962606,2.0646281
80,37,0.88349396,21.30098,2.1002634
80,38,0.90285593,20.531418,2.0581741
80,39,0.9119494,20.012106,2.0114982
80,40,0.88747853,21.17002,2.0721397
80,41,0.9067826,20.331486,2.039218
80,42,0.895287,20.890467,2.0576367
80,43,0.8736072,21.522524,2.090216
80,44,0.9110965,20.089703,2.0238395
80,45,0.9142214,19.888336,2.0034766
80,46,0.902592,20.571041,2.0582547
80,47,0.8898714,21.098164,2.055084
80,48,0.90824145,20.26936,2.0365498
80,49,0.8827815,21.316122,2.099415
80,50,0.8986237,20.743063,2.0636659
80,51,0.8993251,20.737562,2.0644083
80,52,0.90106016,20.622938,2.059052
80,53,0.9076666,20.277912,2.0345848
80,54,0.880247,21.33828,2.1055436
80,55,0.8862262,21.208406,2.077543
80,56,0.89388436,20.950932,2.081374
80,57,0.89314723,20.992027,2.0629022
80,58,0.8922726,21.026703,2.0633461
80,59,0.89551485,20.866764,2.0525317
80,60,0.8889224,21.131922,2.0837352
80,61,0.8784526,21.403694,2.1034732
80,62,0.9087493,20.21522,2.034125
80,63,0.9101784,20.161667,2.029547
80,64,0.87914675,21.398794,2.1069965
80,65,0.9058966,20.38536,2.048425
80,66,0.89696556,20.826622,2.052719
80,67,0.9072089,20.306541,2.0369878
80,68,0.9097214,20.173746,2.030193
80,69,0.87798655,21.411728,2.1004884
80,70,0.8997549,20.685078,2.0748522
80,71,0.9019595,20.584972,2.058311
80,72,0.87968403,21.368097,2.1066487
80,73,0.88655406,21.177849,2.0943308
80,74,0.8801171,21.35792,2.0992818
80,75,0.8794938,21.38695,2.1009624
80,76,0.87370324,21.520174,2.0903456
80,77,0.90020233,20.670967,2.0610166
80,78,0.9140622,19.891457,2.0036929
80,79,0.89236695,20.99878,2.0724103
80,80,0.8961877,20.866302,2.075518
80,81,0.8883011,21.141619,2.0809033
80,82,0.9083421,20.238686,2.0365815
80,83,0.9060815,20.374273,2.0435085
80,84,0.909189,20.19841,2.0318594
80,85,0.9074694,20.301125,2.0417542
80,86,0.87702143,21.439394,2.095915
80,87,0.887536,21.147957,2.0846288
80,88,0.90474457,20.43976,2.0500813
80,89,0.90643257,20.357023,2.041236
80,90,0.88287115,21.301939,2.089375
80,91,0.8864918,21.18425,2.0947883
80,92,0.8996016,20.719353,2.0626583
80,93,0.9033947,20.5071,2.055908
80,94,0.90499604,20.431942,2.0482824
80,95,0.9010624,20.622843,2.0590608
80,96,0.9086798,20.237448,2.030605
80,97,0.9065157,20.347708,2.0450826
80,98,0.9024309,20.58149,2.060005
80,99,0.8927281,20.994078,2.0555484
90,0,0.8710583,21.585175,2.0838888
90,1,0.9148925,19.76114,1.9943266
90,2,0.8739417,21.555582,2.0916026
90,3,0.8914914,21.07712,2.0726693
90,4,0.88743335,21.206419,2.0743177
90,5,0.8803623,21.358355,2.103446
90,6,0.8794938,21.38695,2.1009624
90,7,0.9119971,20.046967,2.0174894
90,8,0.9000181,20.698025,2.060749
90,9,0.8900995,21.102448,2.0759382
90,10,0.9134833,19.940615,2.008369
90,11,0.91270304,20.000288,2.010859
90,12,0.8769955,21.460163,2.0956454
90,13,0.8810734,21.334236,2.1040812
90,14,0.8883001,21.160297,2.0788703
90,15,0.89930093,20.73865,2.0645165
90,16,0.91284734,19.979221,2.0081942
90,17,0.8845948,21.254725,2.0826051
90,18,0.9147111,19.834045,1.9999782
90,19,0.9059694,20.402477,2.0496728
90,20,0.9083751,20.271976,2.0302215
90,21,0.9022835,20.588783,2.0520089
90,22,0.9077216,20.29351,2.0388432
90,23,0.9016018,20.6218,2.0513237
90,24,0.90691245,20.339197,2.044527
90,25,0.89196676,21.04387,2.064012
90,26,0.91471994,19.772114,1.9954392
90,27,0.90723115,20.309027,2.039541
90,28,0.91048795,20.148565,2.0280833
90,29,0.8842567,21.279884,2.0957813
90,30,0.9145186,19.852848,2.0009658
90,31,0.87502354,21.535881,2.0959084
90,32,0.87871933,21.40786,2.1060576
90,33,0.9035497,20.52768,2.0566266
90,34,0.8928922,21.02424,2.0727038
90,35,0.8956331,20.879473,2.0578463
90,36,0.87778795,21.4374,2.0993168
90,37,0.8862262,21.208406,2.077543
90,38,0.87610066,21.515957,2.0978613
90,39,0.9051655,20.448456,2.0536308
90,40,0.9108623,20.12044,2.0257125
90,41,0.885588,21.244715,2.0781622
90,42,0.88182646,21.324368,2.0973501
